ga.regionId,ga.source,ga.medium,ga.sessions,ga.deviceCategory,ga.users,ga.pageviews,ga.transactions,ga.transactionRevenue
20283,(direct),(none),63,mobile,13,653,33,21426.42017
20283,(direct),(none),3,mobile,3,59,3,2142.642017
20283,(direct),(none),3,mobile,3,59,3,2142.642017
20283,(direct),(none),3,mobile,3,59,3,2142.642017
20283,(direct),(none),3,mobile,3,59,3,2142.642017
20283,(direct),(none),7,tablet,3,7,0,0
20283,as,display,23,desktop,10,23,0,0
20283,as,display,10,tablet,3,10,0,0
20283,elpais,display,7,desktop,3,26,0,0
20283,elpais,display,7,tablet,3,7,0,0
20283,facebook,rrss,7,mobile,3,20,0,0
20283,google,cpc,63,desktop,13,254,0,0
20283,google,cpc,3,desktop,3,20,0,0
20283,google,cpc,3,desktop,3,20,0,0
20283,google,organic,135,desktop,49,851,0,0
20283,google,organic,33,mobile,13,82,0,0
20283,google,organic,23,tablet,10,145,0,0
20283,huaweispain.com,referral,10,mobile,3,10,0,0
20283,yahoo,organic,7,mobile,3,7,0,0
20283,yd,display,7,desktop,3,7,0,0
20283,(direct),(none),16,desktop,3,125,0,0
20283,elpais,display,7,desktop,3,7,0,0
20283,google,organic,53,desktop,16,234,0,0
20283,google,organic,43,mobile,10,152,0,0
20284,(direct),(none),171,desktop,59,890,0,0
20284,(direct),(none),917,mobile,313,5964,30,8871.90286
20284,(direct),(none),3,mobile,3,59,3,985.766984
20284,(direct),(none),3,mobile,3,59,3,985.766984
20284,(direct),(none),3,mobile,3,59,3,985.766984
20284,(direct),(none),3,mobile,3,59,3,985.766984
20284,(direct),(none),211,tablet,79,907,0,0
20284,as,display,26,mobile,13,26,0,0
20284,as,display,10,tablet,3,30,0,0
20284,bing,organic,40,desktop,16,244,0,0
20284,bing,organic,20,mobile,7,208,0,0
20284,bing,organic,7,tablet,3,7,0,0
20284,duckduckgo.com,referral,7,desktop,3,20,0,0
20284,elotrolado.net,referral,10,desktop,3,10,0,0
20284,elpais,display,20,desktop,10,40,0,0
20284,elpais,display,10,mobile,3,10,0,0
20284,elpais,display,16,tablet,7,53,0,0
20284,es.search.yahoo.com,referral,7,desktop,3,13,0,0
20284,facebook,rrss,26,mobile,10,119,0,0
20284,google,cpc,1490,desktop,570,5921,36,19148.27641
20284,google,cpc,7,desktop,7,115,3,1740.752401
20284,google,cpc,7,desktop,7,115,3,1740.752401
20284,google,cpc,3,desktop,3,89,3,1740.752401
20284,google,cpc,659,mobile,274,2202,0,0
20284,google,cpc,481,tablet,185,1754,0,0
20284,google,cpc,7,tablet,7,53,0,0
20284,google,cpc,3,tablet,3,16,0,0
20284,google,organic,1569,desktop,567,7095,0,0
20284,google,organic,10,desktop,10,102,0,0
20284,google,organic,10,desktop,10,102,0,0
20284,google,organic,3,desktop,3,53,0,0
20284,google,organic,1177,mobile,445,5259,0,0
20284,google,organic,195,tablet,66,920,0,0
20284,hauppauge.co.uk,referral,7,tablet,3,7,0,0
20284,huawei,link-building,10,desktop,3,10,0,0
20284,huaweispain.com,referral,10,desktop,3,10,0,0
20284,huaweispain.com,referral,20,mobile,7,20,0,0
20284,huaweispain.com,referral,10,tablet,3,10,0,0
20284,int.search.tb.ask.com,referral,7,desktop,3,7,0,0
20284,m.xataka.com,referral,10,mobile,3,10,0,0
20284,ofertaman.com,referral,10,mobile,3,10,0,0
20284,philips,link-building,10,mobile,3,10,0,0
20284,samsung,link-building,10,desktop,3,10,0,0
20284,soluciona,newsletter,125,desktop,40,1058,0,0
20284,soluciona,newsletter,3,desktop,3,66,0,0
20284,soluciona,newsletter,33,mobile,16,40,0,0
20284,soluciona,newsletter,13,tablet,7,13,0,0
20284,t.co,referral,10,desktop,3,59,0,0
20284,vocento,display,30,desktop,13,69,0,0
20284,vocento,display,7,mobile,3,7,0,0
20284,vocento,display,13,tablet,7,20,0,0
20284,yahoo,organic,53,desktop,20,373,0,0
20284,yahoo,organic,10,mobile,3,69,0,0
20284,yd,display,13,desktop,7,13,0,0
20284,yd,rtb,7,desktop,3,7,0,0
20284,(direct),(none),102,desktop,23,567,0,0
20284,(direct),(none),491,mobile,125,2921,0,0
20284,(direct),(none),142,tablet,20,636,36,13708.42516
20284,(direct),(none),3,tablet,3,33,3,1246.220469
20284,(direct),(none),3,tablet,3,33,3,1246.220469
20284,(direct),(none),3,tablet,3,33,3,1246.220469
20284,as,display,86,desktop,7,831,0,0
20284,as,display,3,desktop,3,63,0,0
20284,as,display,3,desktop,3,63,0,0
20284,as,display,3,desktop,3,63,0,0
20284,bing,organic,63,desktop,7,633,0,0
20284,bing,organic,3,desktop,3,56,0,0
20284,bing,organic,3,desktop,3,56,0,0
20284,bing,organic,56,mobile,3,340,0,0
20284,cupones.es,referral,7,mobile,3,7,0,0
20284,dub128.mail.live.com,referral,23,desktop,3,115,0,0
20284,elandroidelibre.com,referral,7,mobile,3,7,0,0
20284,elpais,display,13,desktop,7,13,0,0
20284,elpais,display,7,mobile,3,7,0,0
20284,facebook,rrss,56,mobile,10,349,0,0
20284,facebook.com,referral,7,desktop,3,53,0,0
20284,google,cpc,969,desktop,224,5087,0,0
20284,google,cpc,10,desktop,7,82,0,0
20284,google,cpc,3,desktop,3,43,0,0
20284,google,cpc,722,mobile,175,3280,0,0
20284,google,cpc,3,mobile,3,46,0,0
20284,google,cpc,376,tablet,99,1385,0,0
20284,google,organic,1223,desktop,287,6116,33,12956.73662
20284,google,organic,3,desktop,3,115,3,1295.673662
20284,google,organic,3,desktop,3,115,3,1295.673662
20284,google,organic,3,desktop,3,115,3,1295.673662
20284,google,organic,3,desktop,3,30,0,0
20284,google,organic,3,desktop,3,115,3,1295.673662
20284,google,organic,1062,mobile,300,5908,0,0
20284,google,organic,3,mobile,3,43,0,0
20285,(direct),(none),26,desktop,13,33,0,0
20285,(direct),(none),129,mobile,36,926,0,0
20285,(direct),(none),13,tablet,7,26,0,0
20285,as,display,7,desktop,3,20,0,0
20285,as,display,7,mobile,3,7,0,0
20285,as,display,13,tablet,7,20,0,0
20285,bing,organic,13,desktop,7,20,0,0
20285,blog.ofertitas.es,referral,7,desktop,3,7,0,0
20285,elpais,display,23,desktop,10,96,0,0
20285,elpais,display,10,mobile,3,10,0,0
20285,elpais,display,7,tablet,3,7,0,0
20285,es.couponandgo.com,referral,10,mobile,3,129,0,0
20285,google,cpc,211,desktop,79,1144,30,4539.506417
20285,google,cpc,3,desktop,3,49,3,504.389602
20285,google,cpc,3,desktop,3,49,3,504.389602
20285,google,cpc,3,desktop,3,49,3,504.389602
20285,google,cpc,43,mobile,20,135,0,0
20285,google,cpc,49,tablet,20,69,0,0
20285,google,organic,168,desktop,69,270,0,0
20285,google,organic,135,mobile,49,495,0,0
20285,google,organic,69,tablet,16,534,0,0
20285,huaweispain.com,referral,10,mobile,3,10,0,0
20285,lg,link-building,10,mobile,3,10,0,0
20285,yd,display,7,desktop,3,7,0,0
20285,(direct),(none),7,desktop,3,7,0,0
20285,(direct),(none),33,mobile,10,53,0,0
20285,(direct),(none),7,tablet,3,7,0,0
20285,ask,organic,16,desktop,3,92,0,0
20285,bing,organic,16,desktop,3,46,0,0
20285,duckduckgo.com,referral,10,desktop,3,10,0,0
20285,google,cpc,86,desktop,40,244,0,0
20285,google,cpc,89,mobile,23,115,0,0
20285,google,cpc,76,tablet,20,221,0,0
20285,google,organic,165,desktop,56,468,0,0
20285,google,organic,138,mobile,43,811,0,0
20286,(direct),(none),537,desktop,218,2440,0,0
20286,(direct),(none),1342,mobile,491,5918,0,0
20286,(direct),(none),3,mobile,3,63,0,0
20286,(direct),(none),396,tablet,138,1385,0,0
20286,(direct),(none),3,tablet,3,13,0,0
20286,(direct),(none),3,tablet,3,13,0,0
20286,acer,link-building,7,tablet,3,7,0,0
20286,adslzone.net,referral,43,desktop,7,646,0,0
20286,anged.es,referral,7,desktop,3,20,0,0
20286,as,display,92,desktop,40,115,0,0
20286,as,display,251,mobile,109,320,0,0
20286,as,display,79,tablet,33,122,0,0
20286,ask,organic,10,desktop,3,20,0,0
20286,bing,organic,171,desktop,66,597,0,0
20286,bing,organic,16,tablet,7,165,0,0
20286,blackle.com,referral,7,desktop,3,20,0,0
20286,blog.ofertitas.es,referral,20,desktop,10,79,0,0
20286,blog.ofertitas.es,referral,49,mobile,16,287,0,0
20286,bq,link-building,7,desktop,3,7,0,0
20286,bq,link-building,7,tablet,3,20,0,0
20286,bq.com,referral,7,desktop,3,20,0,0
20286,bueni.es,referral,7,mobile,3,46,0,0
20286,cdn.viglink.com,referral,20,mobile,7,109,0,0
20286,d-link,link-building,10,mobile,3,10,0,0
20286,digg.com,referral,10,desktop,3,10,0,0
20286,dyson,link-building,20,desktop,10,73,0,0
20286,elandroidelibre.com,referral,30,desktop,13,86,0,0
20286,elandroidelibre.com,referral,30,mobile,3,445,0,0
20286,elpais,display,340,desktop,152,847,0,0
20286,elpais,display,46,mobile,20,46,0,0
20286,elpais,display,171,tablet,79,521,0,0
20286,es-mg42.mail.yahoo.com,referral,10,desktop,3,138,0,0
20286,es.search.yahoo.com,referral,10,desktop,3,10,0,0
20286,facebook,rrss,7,desktop,3,7,0,0
20286,facebook,rrss,53,mobile,13,138,0,0
20286,facebook.com,referral,13,desktop,7,73,0,0
20286,feedly.com,referral,7,desktop,3,7,0,0
20286,feedly.com,referral,10,tablet,3,20,0,0
20286,forocoches.com,referral,16,desktop,7,49,0,0
20286,forodvd.com,referral,7,desktop,3,26,0,0
20286,forodvd.com,referral,10,tablet,3,10,0,0
20286,getmyfox.com,referral,7,desktop,3,7,0,0
20286,google,cpc,3643,desktop,1355,11714,0,0
20286,google,cpc,3,desktop,3,16,0,0
20286,google,cpc,7,desktop,7,49,0,0
20286,google,cpc,1091,mobile,458,2891,0,0
20286,google,cpc,1339,tablet,511,4062,0,0
20286,google,cpc,3,tablet,3,56,0,0
20286,google,cpc,3,tablet,3,56,0,0
20286,google,cpc,3,tablet,3,56,0,0
20286,google,organic,4434,desktop,1563,17368,36,2138.949512
20286,google,organic,10,desktop,10,198,0,0
20286,google,organic,3,desktop,3,49,3,194.449956
20286,google,organic,7,desktop,7,56,0,0
20286,google,organic,3,desktop,3,49,3,194.449956
20286,google,organic,3,desktop,3,33,0,0
20286,google,organic,3,desktop,3,49,3,194.449956
20286,google,organic,7,desktop,7,165,0,0
20286,google,organic,7,desktop,7,56,0,0
20286,google,organic,2011,mobile,765,6416,0,0
20286,google,organic,765,tablet,293,2255,0,0
20286,google.com,referral,36,desktop,13,86,0,0
20286,google.es,referral,10,tablet,3,49,0,0
20286,htcmania.com,referral,7,desktop,3,13,0,0
20286,huawei,link-building,10,desktop,3,10,0,0
20286,huawei,link-building,10,mobile,3,10,0,0
20286,huaweispain.com,referral,49,desktop,16,49,0,0
20286,huaweispain.com,referral,43,mobile,7,109,0,0
20286,huaweispain.com,referral,20,tablet,7,20,0,0
20286,lavozdegalicia.es,referral,7,mobile,3,7,0,0
20286,lenovo,display,69,desktop,23,99,0,0
20286,lenovo,display,10,tablet,3,10,0,0
20286,lg,link-building,56,desktop,10,600,36,19162.42002
20286,lg,link-building,3,desktop,3,53,3,1742.038184
20286,lg,link-building,3,desktop,3,53,3,1742.038184
20286,lg,link-building,3,desktop,3,53,3,1742.038184
20286,lg,link-building,10,mobile,3,10,0,0
20286,lg,link-building,10,tablet,3,10,0,0
20286,localhost,referral,7,desktop,3,13,0,0
20286,m.xataka.com,referral,7,mobile,3,7,0,0
20286,microsoft.com,referral,7,desktop,3,7,0,0
20286,motorola.es,referral,7,desktop,3,7,0,0
20286,movilzona.es,referral,7,desktop,3,7,0,0
20286,ofertaman.com,referral,10,mobile,3,10,0,0
20286,ofertasbancarias.es,referral,7,desktop,3,46,0,0
20286,philips,link-building,59,desktop,13,89,0,0
20286,philips,link-building,49,mobile,16,59,0,0
20286,philips,link-building,10,tablet,3,10,0,0
20286,playstation.com,referral,7,desktop,3,7,0,0
20286,reg_site,newsletter,30,desktop,13,56,0,0
20286,reg_site,newsletter,7,mobile,3,7,0,0
20286,rockstargames.com,referral,10,desktop,3,10,0,0
20286,rowenta,link-building,7,tablet,3,26,0,0
20286,s0.2mdn.net,referral,7,tablet,3,7,0,0
20286,samsung,link-building,129,desktop,30,346,0,0
20286,samsung,link-building,20,mobile,7,20,0,0
20286,samsung,link-building,40,tablet,7,171,0,0
20286,soluciona,newsletter,20,desktop,10,66,0,0
20286,soluciona,newsletter,7,mobile,3,7,0,0
20286,soluciona,newsletter,13,tablet,7,20,0,0
20286,tiendas-espana.es,referral,13,mobile,7,13,0,0
20286,tiendeo.com,referral,7,mobile,3,26,0,0
20286,twitter,rrss,7,mobile,3,7,0,0
20286,vocento,display,109,desktop,40,699,0,0
20286,vocento,display,109,mobile,43,343,0,0
20286,vocento,display,66,tablet,33,73,0,0
20286,wdc.com,referral,13,desktop,7,92,0,0
20286,web.whatsapp.com,referral,10,desktop,3,10,0,0
20286,wheretobuy.seagate.com,referral,13,desktop,7,26,0,0
20286,xataka.com,referral,63,desktop,23,129,0,0
20286,xbox.com,referral,7,desktop,3,7,0,0
20286,xbox.com,referral,7,mobile,3,7,0,0
20286,yahoo,display,46,desktop,23,66,0,0
20286,yahoo,display,20,mobile,10,46,0,0
20286,yahoo,display,13,tablet,7,13,0,0
20286,yahoo,organic,76,desktop,23,241,0,0
20286,yahoo,organic,3,desktop,3,13,0,0
20286,yahoo,organic,16,mobile,7,76,0,0
20286,yd,display,92,desktop,46,92,0,0
20286,yd,display,26,tablet,13,33,0,0
20286,yd,rtb,99,desktop,46,112,0,0
20286,yd,rtb,33,tablet,16,33,0,0
20286,(direct),(none),267,desktop,63,1596,0,0
20286,(direct),(none),438,mobile,115,1698,0,0
20286,(direct),(none),102,tablet,36,274,0,0
20286,as,display,20,desktop,7,33,0,0
20286,as,display,66,mobile,20,79,0,0
20286,as,display,13,tablet,7,26,0,0
20286,billowtechnology.com,referral,7,mobile,3,7,0,0
20286,bing,organic,69,desktop,23,218,0,0
20286,bing,organic,40,tablet,7,234,0,0
20286,bit4id.com,referral,7,mobile,3,13,0,0
20286,blog.ofertitas.es,referral,20,desktop,7,59,0,0
20286,blog.ofertitas.es,referral,10,mobile,3,10,0,0
20286,cdn.viglink.com,referral,23,mobile,7,115,0,0
20286,cholloshoy.com,referral,7,desktop,3,13,0,0
20286,cuponesmagicos.com,referral,23,desktop,3,138,0,0
20286,dub112.mail.live.com,referral,23,desktop,3,46,0,0
20286,dub128.mail.live.com,referral,33,desktop,3,102,0,0
20286,duckduckgo.com,referral,73,desktop,3,590,0,0
20286,duckduckgo.com,referral,3,desktop,3,36,0,0
20286,elandroidelibre.com,referral,7,mobile,3,7,0,0
20286,elpais,display,162,desktop,40,560,33,9165.32514
20286,elpais,display,3,desktop,3,23,3,916.532514
20286,elpais,display,3,desktop,3,23,3,916.532514
20286,elpais,display,3,desktop,3,23,3,916.532514
20286,elpais,display,3,desktop,3,23,3,916.532514
20286,elpais,display,23,mobile,10,59,0,0
20286,elpais,display,56,tablet,20,211,0,0
20286,es-mg42.mail.yahoo.com,referral,7,desktop,3,59,0,0
20286,es.search.yahoo.com,referral,7,desktop,3,33,0,0
20286,es.wikipedia.org,referral,10,desktop,3,366,0,0
20286,facebook.com,referral,7,desktop,3,20,0,0
20286,forocoches.com,referral,10,desktop,3,10,0,0
20286,forodvd.com,referral,10,mobile,3,10,0,0
20286,forodvd.com,referral,16,tablet,3,23,0,0
20286,google,cpc,1972,desktop,481,8034,23,13823.81594
20286,google,cpc,3,desktop,3,7,3,1974.830849
20286,google,cpc,13,desktop,7,102,0,0
20286,google,cpc,3,desktop,3,46,0,0
20286,google,cpc,3,desktop,3,7,3,1974.830849
20286,google,cpc,7,desktop,7,66,0,0
20286,google,cpc,3,desktop,3,7,3,1974.830849
20286,google,cpc,3,desktop,3,43,0,0
20286,google,cpc,3,desktop,3,46,0,0
20286,google,cpc,3,desktop,3,46,0,0
20286,google,cpc,3,desktop,3,7,3,1974.830849
20286,google,cpc,669,mobile,208,2842,0,0
20286,google,cpc,3,mobile,3,36,0,0
20286,google,cpc,3,mobile,3,40,0,0
20286,google,cpc,953,tablet,208,4896,0,0
20286,google,cpc,3,tablet,3,76,0,0
20286,google,organic,2684,desktop,649,12874,76,57620.25618
20286,google,organic,7,desktop,7,63,0,0
20286,google,organic,10,desktop,10,155,3,2222.063846
20286,google,organic,10,desktop,10,132,3,2764.796157
20286,google,organic,7,desktop,7,119,3,2222.063846
20286,google,organic,7,desktop,3,82,0,0
20286,google,organic,7,desktop,7,132,7,4986.860002
20286,google,organic,3,desktop,3,36,0,0
20286,google,organic,1678,mobile,373,8466,33,9165.32514
20287,(direct),(none),1698,desktop,653,7293,33,15626.87936
20287,(direct),(none),7,desktop,7,86,3,1562.687936
20287,(direct),(none),3,desktop,3,26,3,1562.687936
20287,(direct),(none),3,desktop,3,26,3,1562.687936
20287,(direct),(none),3,desktop,3,26,3,1562.687936
20287,(direct),(none),1948,mobile,715,10355,36,7905.917153
20287,(direct),(none),7,mobile,7,73,3,718.719741
20287,(direct),(none),3,mobile,3,16,0,0
20287,(direct),(none),7,mobile,7,49,3,718.719741
20287,(direct),(none),3,mobile,3,16,0,0
20287,(direct),(none),3,mobile,3,33,3,718.719741
20287,(direct),(none),620,tablet,244,2225,0,0
20287,adslzone.net,referral,10,desktop,3,20,0,0
20287,alertaofertas.es,referral,7,mobile,3,7,0,0
20287,androidpit.es,referral,10,mobile,3,59,0,0
20287,as,display,142,desktop,66,257,0,0
20287,as,display,231,mobile,106,231,0,0
20287,as,display,152,tablet,66,326,0,0
20287,ask,organic,40,desktop,13,366,0,0
20287,babylon,organic,7,desktop,3,20,0,0
20287,bing,organic,386,desktop,142,2318,0,0
20287,bing,organic,3,desktop,3,26,0,0
20287,bing,organic,40,tablet,13,89,0,0
20287,bq,link-building,7,desktop,3,20,0,0
20287,bq.com,referral,7,desktop,3,7,0,0
20287,cdn.viglink.com,referral,10,desktop,3,69,0,0
20287,d-link,link-building,10,desktop,3,10,0,0
20287,debates.motos.coches.net,referral,7,mobile,3,7,0,0
20287,devolo.com,referral,7,mobile,3,13,0,0
20287,dub113.mail.live.com,referral,10,desktop,3,79,0,0
20287,duckduckgo.com,referral,7,desktop,3,13,0,0
20287,dyson,link-building,36,desktop,3,653,0,0
20287,dyson,link-building,3,desktop,3,59,0,0
20287,dyson,link-building,3,desktop,3,59,0,0
20287,dyson,link-building,3,desktop,3,59,0,0
20287,dyson,link-building,3,desktop,3,59,0,0
20287,eldia.es,display,7,desktop,3,13,0,0
20287,elpais,display,402,desktop,162,1269,0,0
20287,elpais,display,3,desktop,3,13,0,0
20287,elpais,display,36,mobile,16,89,0,0
20287,elpais,display,214,tablet,99,379,0,0
20287,es-mg42.mail.yahoo.com,referral,30,desktop,3,386,30,1037.923619
20287,es-mg42.mail.yahoo.com,referral,3,desktop,3,43,3,115.324847
20287,es-mg42.mail.yahoo.com,referral,3,desktop,3,43,3,115.324847
20287,es-mg42.mail.yahoo.com,referral,3,desktop,3,43,3,115.324847
20287,es.couponandgo.com,referral,16,mobile,3,214,0,0
20287,es.couponandgo.com,referral,7,tablet,3,13,0,0
20287,es.search.yahoo.com,referral,36,desktop,16,119,0,0
20287,facebook,rrss,73,mobile,23,429,0,0
20287,facebook.com,referral,23,desktop,10,86,0,0
20287,facebook.com,referral,10,mobile,3,30,0,0
20287,forocoches.com,referral,10,desktop,3,10,0,0
20287,forodvd.com,referral,7,desktop,3,7,0,0
20287,forodvd.com,referral,7,mobile,3,7,0,0
20287,forodvd.com,referral,7,tablet,3,7,0,0
20287,google,cpc,9307,desktop,3475,36961,73,4837.115733
20287,google,cpc,30,desktop,30,264,3,195.801676
20287,google,cpc,13,desktop,13,224,3,243.936118
20287,google,cpc,20,desktop,20,247,0,0
20287,google,cpc,3,desktop,3,20,0,0
20287,google,cpc,7,desktop,7,106,7,439.737794
20287,google,cpc,13,desktop,13,224,3,243.936118
20287,google,cpc,3,desktop,3,53,3,195.801676
20287,google,cpc,2417,mobile,936,9769,0,0
20287,google,cpc,10,mobile,10,115,0,0
20287,google,cpc,7,mobile,7,82,0,0
20287,google,cpc,3,mobile,3,56,0,0
20287,google,cpc,3383,tablet,1279,14773,36,24419.85493
20287,google,cpc,13,tablet,13,221,3,2219.986812
20287,google,cpc,7,tablet,7,119,3,2219.986812
20287,google,cpc,3,tablet,3,46,0,0
20287,google,cpc,16,tablet,16,320,0,0
20287,google,cpc,3,tablet,3,73,3,2219.986812
20287,google,organic,7306,desktop,2647,32135,66,43037.13592
20287,google,organic,16,desktop,16,122,7,4303.713592
20287,google,organic,10,desktop,10,73,7,4303.713592
20287,google,organic,10,desktop,10,73,7,4303.713592
20287,google,organic,7,desktop,7,135,0,0
20287,google,organic,7,desktop,7,56,7,4303.713592
20287,google,organic,3343,mobile,1236,19379,0,0
20287,google,organic,3,mobile,3,49,0,0
20287,google,organic,3,mobile,3,96,0,0
20287,google,organic,3,mobile,3,96,0,0
20287,google,organic,1447,tablet,531,6399,0,0
20287,google,organic,13,tablet,13,129,0,0
20287,google,organic,3,tablet,3,30,0,0
20287,google.es,referral,7,desktop,3,13,0,0
20287,google.es,referral,10,mobile,3,20,0,0
20287,govome.inspsearch.com,referral,10,desktop,3,69,0,0
20287,hard2mano.com,referral,7,desktop,3,7,0,0
20287,holasearch.com,referral,10,desktop,3,79,0,0
20287,huawei,link-building,20,desktop,7,49,0,0
20287,huawei,link-building,20,mobile,7,20,0,0
20287,huaweispain.com,referral,20,desktop,7,30,0,0
20287,huaweispain.com,referral,30,mobile,10,30,0,0
20287,huaweispain.com,referral,20,tablet,7,20,0,0
20287,ixquick.com,referral,7,desktop,3,13,0,0
20287,kingtale3.inspsearch.com,referral,7,desktop,3,20,0,0
20287,lenovo,display,20,desktop,7,30,0,0
20287,lenovo,display,20,tablet,7,20,0,0
20287,lg,link-building,40,desktop,13,40,0,0
20287,lg,link-building,10,mobile,3,20,0,0
20287,m.facebook.com,referral,7,tablet,3,33,0,0
20287,m.forocoches.com,referral,10,desktop,3,30,0,0
20287,m.forocoches.com,referral,30,mobile,10,30,0,0
20287,m.xataka.com,referral,20,mobile,7,69,0,0
20287,mail.google.com,referral,7,desktop,3,7,0,0
20287,motorola.es,referral,10,desktop,3,30,0,0
20287,moulinex,link-building,20,desktop,7,20,0,0
20287,moulinex,link-building,7,tablet,3,20,0,0
20287,mysearch.com,referral,7,desktop,3,20,0,0
20287,mysearch.com,referral,10,mobile,3,49,0,0
20287,netgear.es,referral,10,desktop,3,59,0,0
20287,ocu.org,referral,30,desktop,3,59,0,0
20287,ofertaman.com,referral,20,desktop,7,20,0,0
20287,philips,link-building,59,desktop,20,89,0,0
20287,philips,link-building,10,mobile,3,10,0,0
20287,philips,link-building,10,tablet,3,10,0,0
20287,playstation.com,referral,7,desktop,3,66,0,0
20287,plus.google.com,referral,10,mobile,3,10,0,0
20287,redirect.viglink.com,referral,10,desktop,3,10,0,0
20287,reg_site,newsletter,40,desktop,16,310,0,0
20287,reg_site,newsletter,43,mobile,16,152,0,0
20287,reg_site,newsletter,13,tablet,7,13,0,0
20287,samsung,link-building,106,desktop,36,145,0,0
20287,samsung,link-building,76,mobile,16,254,0,0
20287,samsung,link-building,3,mobile,3,16,0,0
20287,samsung,link-building,30,tablet,10,30,0,0
20287,search.fvpimageviewer.com,referral,10,desktop,3,178,0,0
20287,search.sidecubes.com,referral,7,desktop,3,20,0,0
20287,search.smartshopping.com,referral,7,desktop,3,20,0,0
20287,search.v9.com,referral,7,desktop,3,40,0,0
20287,soluciona,newsletter,254,desktop,102,1025,0,0
20287,soluciona,newsletter,112,mobile,49,257,0,0
20287,soluciona,newsletter,49,tablet,23,92,0,0
20287,startpage.com,referral,7,desktop,3,13,0,0
20287,t.xataka.com,referral,10,tablet,3,40,0,0
20287,tiendeo.com,referral,30,desktop,13,69,0,0
20287,tiendeo.com,referral,16,mobile,7,106,0,0
20287,tiendeo.com,referral,53,tablet,13,448,0,0
20287,twitter,rrss,7,mobile,3,7,0,0
20287,vocento,display,23,desktop,10,86,0,0
20287,vocento,display,7,mobile,3,20,0,0
20287,vocento,display,66,tablet,20,227,0,0
20287,wdc.com,referral,13,desktop,7,40,0,0
20287,xataka.com,referral,36,desktop,13,76,0,0
20287,xatakahome.com,referral,10,desktop,3,10,0,0
20287,xbox.com,referral,13,desktop,7,13,0,0
20287,xbox.com,referral,13,mobile,7,13,0,0
20287,xbox.com,referral,7,tablet,3,7,0,0
20287,yahoo,display,56,desktop,26,96,0,0
20287,yahoo,organic,135,desktop,43,1543,33,8835.637185
20287,yahoo,organic,3,desktop,3,112,3,883.563719
20287,yahoo,organic,3,desktop,3,112,3,883.563719
20287,yahoo,organic,3,desktop,3,112,3,883.563719
20287,yahoo,organic,3,desktop,3,112,3,883.563719
20287,yahoo,organic,26,mobile,10,195,0,0
20287,yahoo,organic,20,tablet,10,92,0,0
20287,yd,display,46,desktop,23,46,0,0
20287,yd,display,33,tablet,16,79,0,0
20287,yd,rtb,66,desktop,30,155,0,0
20287,yd,rtb,13,mobile,7,13,0,0
20287,yd,rtb,33,tablet,16,53,0,0
20287,(direct),(none),837,desktop,224,4688,0,0
20287,(direct),(none),3,desktop,3,13,0,0
20287,(direct),(none),3,desktop,3,63,0,0
20287,(direct),(none),3,desktop,3,13,0,0
20287,(direct),(none),3,desktop,3,13,0,0
20287,(direct),(none),3,desktop,3,63,0,0
20287,(direct),(none),1269,mobile,218,4385,33,6494.852707
20287,(direct),(none),3,mobile,3,26,0,0
20287,(direct),(none),3,mobile,3,30,3,649.485271
20287,(direct),(none),3,mobile,3,49,0,0
20287,(direct),(none),3,mobile,3,30,3,649.485271
20287,(direct),(none),224,tablet,53,669,0,0
20287,androidpit.es,referral,10,desktop,3,40,0,0
20287,as,display,20,desktop,7,49,0,0
20287,as,display,125,mobile,40,966,0,0
20287,as,display,96,tablet,30,175,0,0
20287,as.com,referral,7,mobile,3,0,0,0
20287,ask,organic,7,desktop,3,13,0,0
20287,baidu,organic,10,desktop,3,49,0,0
20287,bing,organic,241,desktop,53,1269,0,0
20287,bing,organic,73,tablet,7,356,0,0
20287,blog.ofertitas.es,referral,10,desktop,3,30,0,0
20287,catalogopromociones.com,referral,7,tablet,3,26,0,0
20287,cdp,cpc,13,desktop,7,20,0,0
20287,cgi2.nintendo.co.jp,referral,7,desktop,3,7,0,0
20287,cupon.es,promotion,73,desktop,16,537,23,8852.088614
20287,cupon.es,promotion,3,desktop,3,46,3,1264.584088
20287,cupon.es,promotion,3,desktop,3,46,3,1264.584088
20287,cupon.es,promotion,3,desktop,3,46,3,1264.584088
20287,cupon.es,promotion,3,desktop,3,46,3,1264.584088
20287,cuponesmagicos.com,referral,30,desktop,7,99,0,0
20287,cuponesmagicos.com,referral,3,desktop,3,13,0,0
20287,cupooon.es,referral,56,desktop,7,445,0,0
20287,cupooon.es,referral,3,desktop,3,23,0,0
20287,cupooon.es,referral,3,desktop,3,30,0,0
20287,cupooon.es,referral,7,desktop,7,53,0,0
20287,cupooon.es,referral,3,desktop,3,23,0,0
20287,cupooon.es,referral,3,desktop,3,30,0,0
20287,cupooon.es,referral,3,desktop,3,23,0,0
20287,cupooon.es,referral,3,desktop,3,30,0,0
20287,descuentos.elandroidelibre.com,referral,63,desktop,3,129,33,5868.445593
20287,descuentos.elandroidelibre.com,referral,3,desktop,3,3,0,0
20287,descuentos.elandroidelibre.com,referral,7,desktop,3,13,3,586.844559
20287,descuentos.elandroidelibre.com,referral,3,desktop,3,10,3,586.844559
20287,dub115.mail.live.com,referral,33,desktop,3,429,0,0
20287,dub115.mail.live.com,referral,3,desktop,3,43,0,0
